qualified_name,module,name,kind,stability,since,signature,deprecated,summary,notes
crossmarket_agentgym.rl.TrainRunConfig,crossmarket_agentgym.rl,TrainRunConfig,class,stable,1.0.0rc1,"(*, dataset_root: pathlib.Path, output_dir: pathlib.Path = 'runs', run_name: str = 'ppo_cpu_quickstart', observation: crossmarket_agentgym.environments.observations.ObservationConfig = <factory>, environment: crossmarket_agentgym.environments.config.EnvironmentConfig = <factory>, split: crossmarket_agentgym.rl.config.TemporalSplitConfig, trainer: crossmarket_agentgym.rl.config.TrainerConfig = <factory>, callbacks: crossmarket_agentgym.rl.config.CallbackConfig = <factory>)",false,Complete local training workflow configuration.,
crossmarket_agentgym.rl.TrainerConfig,crossmarket_agentgym.rl,TrainerConfig,class,stable,1.0.0rc1,"(*, algorithm: Literal['PPO', 'SAC', 'TD3', 'A2C'] = 'PPO', policy: Literal['mlp', 'shared_mlp', 'transformer'] = 'shared_mlp', total_timesteps: int = 1000, learning_rate: float = 0.0003, gamma: float = 0.99, n_steps: int = 64, batch_size: int = 32, n_epochs: int = 4, buffer_size: int = 10000, learning_starts: int = 10, train_freq: int = 1, gradient_steps: int = 1, tau: float = 0.005, features_dim: int = 64, net_arch: tuple[int, ...] = (64, 64), transformer_model_dim: int = 32, transformer_heads: int = 4, transformer_layers: int = 1, action_noise_std: float = 0.1, device: Literal['auto', 'cpu', 'cuda'] = 'cpu', seed: int = 1024, deterministic_eval: bool = True, eval_episodes: int = 1, verbose: int = 0)",false,Algorithm and policy settings shared by every SB3 trainer.,
crossmarket_agentgym.rl.TrainingArtifact,crossmarket_agentgym.rl,TrainingArtifact,class,stable,1.0.0rc1,"(model: 'Any', metadata: 'TrainingMetadata', run_dir: 'Path', checkpoint_path: 'Path') -> None",false,In-memory model plus its persisted metadata and paths.,
crossmarket_agentgym.rl.TrainingMetadata,crossmarket_agentgym.rl,TrainingMetadata,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', algorithm: str, policy: str, requested_timesteps: int, trained_timesteps: int, seed: int, config_sha256: str, checkpoint: str, dataset_id: str, data_partition: str, dependencies: dict[str, str])",false,Credential-free checkpoint provenance.,
crossmarket_agentgym.rl.TrainingRunSummary,crossmarket_agentgym.rl,TrainingRunSummary,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', run_id: str, run_dir: str, algorithm: str, checkpoint: str, requested_timesteps: int, trained_timesteps: int, validation_metrics: dict[str, float], started_at: datetime.datetime, finished_at: datetime.datetime, runtime_seconds: float, training_runtime_seconds: float, evaluation_runtime_seconds: float, device: str, torch_version: str, python_version: str, cpu_model: str, gpu_model: str | None)",false,Serializable CLI result for a completed training run.,
crossmarket_agentgym.rl.build_partitioned_environments,crossmarket_agentgym.rl,build_partitioned_environments,function,stable,1.0.0rc1,"(config: 'TrainRunConfig', *, include_test: 'bool' = True) -> 'dict[str, CrossMarketPortfolioEnv]'",false,Build disjoint outcome intervals over one verified market panel.,
crossmarket_agentgym.rl.callbacks.AuditCallback,crossmarket_agentgym.rl.callbacks,AuditCallback,class,provisional,1.0.0rc1,"(frequency: 'int', output_path: 'Path') -> 'None'",false,Persist deterministic environment decisions without credentials.,
crossmarket_agentgym.rl.callbacks.EarlyStopCallback,crossmarket_agentgym.rl.callbacks,EarlyStopCallback,class,provisional,1.0.0rc1,"(tracker: 'ValidationTracker', patience: 'int') -> 'None'",false,Stop after a configured number of non-improving validations.,
crossmarket_agentgym.rl.callbacks.FiniteGuardCallback,crossmarket_agentgym.rl.callbacks,FiniteGuardCallback,class,provisional,1.0.0rc1,(verbose: int = 0),false,Abort immediately when rewards or observations contain NaN/Inf.,
crossmarket_agentgym.rl.callbacks.MaxDrawdownGuardCallback,crossmarket_agentgym.rl.callbacks,MaxDrawdownGuardCallback,class,provisional,1.0.0rc1,(max_drawdown: 'float') -> 'None',false,Stop training when an environment reports excessive drawdown.,
crossmarket_agentgym.rl.callbacks.MetricsWriterCallback,crossmarket_agentgym.rl.callbacks,MetricsWriterCallback,class,provisional,1.0.0rc1,"(frequency: 'int', output_path: 'Path') -> 'None'",false,Write online reward and account metrics as JSON Lines.,
crossmarket_agentgym.rl.callbacks.ModelCheckpointCallback,crossmarket_agentgym.rl.callbacks,ModelCheckpointCallback,class,provisional,1.0.0rc1,"(save_freq: int, save_path: str, name_prefix: str = 'rl_model', save_replay_buffer: bool = False, save_vecnormalize: bool = False, verbose: int = 0)",false,Named wrapper around the Stable-Baselines3 checkpoint callback.,
crossmarket_agentgym.rl.callbacks.ResourceMonitorCallback,crossmarket_agentgym.rl.callbacks,ResourceMonitorCallback,class,provisional,1.0.0rc1,"(frequency: 'int', output_path: 'Path') -> 'None'",false,Record process time and optional CUDA allocation at a fixed cadence.,
crossmarket_agentgym.rl.callbacks.ValidationEvaluationCallback,crossmarket_agentgym.rl.callbacks,ValidationEvaluationCallback,class,provisional,1.0.0rc1,"(eval_env: 'CrossMarketPortfolioEnv', *, frequency: 'int', episodes: 'int', deterministic: 'bool', seed: 'int', tracker: 'ValidationTracker', output_path: 'Path') -> 'None'",false,Evaluate only on a validation-capability environment.,
crossmarket_agentgym.rl.callbacks.ValidationTracker,crossmarket_agentgym.rl.callbacks,ValidationTracker,class,provisional,1.0.0rc1,"(best_score: 'float' = -inf, evaluations: 'int' = 0, non_improving: 'int' = 0) -> None",false,Shared early-stopping state.,
crossmarket_agentgym.rl.callbacks.build_callbacks,crossmarket_agentgym.rl.callbacks,build_callbacks,function,provisional,1.0.0rc1,"(config: 'CallbackConfig', trainer: 'TrainerConfig', run_dir: 'Path', *, validation_env: 'CrossMarketPortfolioEnv | None') -> 'tuple[list[BaseCallback], ValidationTracker]'",false,Build callbacks in deterministic evaluation-before-early-stop order.,
crossmarket_agentgym.rl.evaluate_saved_run,crossmarket_agentgym.rl,evaluate_saved_run,function,stable,1.0.0rc1,"(run_dir: 'Path', *, partition: ""Literal['validation', 'test']"" = 'test', config_override: 'TrainRunConfig | None' = None) -> 'EvaluationResult'",false,Evaluate a saved checkpoint once on validation or locked test data.,
crossmarket_agentgym.rl.execute_training_run,crossmarket_agentgym.rl,execute_training_run,function,stable,1.0.0rc1,(config: 'TrainRunConfig') -> 'TrainingRunSummary',false,"Train on train, select on validation, and never read test.",
crossmarket_agentgym.rl.load_train_run_config,crossmarket_agentgym.rl,load_train_run_config,function,stable,1.0.0rc1,(path: 'Path') -> 'TrainRunConfig',false,Load a strict YAML training configuration.,
crossmarket_agentgym.rl.policies.FlatDictionaryExtractor,crossmarket_agentgym.rl.policies,FlatDictionaryExtractor,class,provisional,1.0.0rc1,"(observation_space: 'spaces.Dict', features_dim: 'int' = 64, hidden_dim: 'int' = 64) -> 'None'",false,CPU-friendly MLP over every flattened dictionary field.,
crossmarket_agentgym.rl.policies.IRMoEPolicyAdapter,crossmarket_agentgym.rl.policies,IRMoEPolicyAdapter,class,experimental,1.0.0rc1,"(*args, **kwargs)",false,Optional adapter contract; IR-MoE is never the only policy path.,
crossmarket_agentgym.rl.policies.MarketTransformerExtractor,crossmarket_agentgym.rl.policies,MarketTransformerExtractor,class,provisional,1.0.0rc1,"(observation_space: 'spaces.Dict', features_dim: 'int' = 64, model_dim: 'int' = 32, attention_heads: 'int' = 4, layers: 'int' = 1) -> 'None'",false,Transformer encoder across asset-time tokens plus portfolio state.,
crossmarket_agentgym.rl.policies.PolicyName,crossmarket_agentgym.rl.policies,PolicyName,callable,provisional,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.rl.policies.SharedAssetMLPExtractor,crossmarket_agentgym.rl.policies,SharedAssetMLPExtractor,class,provisional,1.0.0rc1,"(observation_space: 'spaces.Dict', features_dim: 'int' = 64, asset_hidden_dim: 'int' = 32) -> 'None'",false,Apply one shared MLP to every asset before cross-asset pooling.,
crossmarket_agentgym.rl.policies.build_policy_kwargs,crossmarket_agentgym.rl.policies,build_policy_kwargs,function,provisional,1.0.0rc1,"(policy: 'PolicyName', *, features_dim: 'int', net_arch: 'list[int]', transformer_model_dim: 'int', transformer_heads: 'int', transformer_layers: 'int') -> 'dict[str, Any]'",false,Build shared policy kwargs for on- and off-policy algorithms.,
crossmarket_agentgym.rl.policies.extractor_kwargs,crossmarket_agentgym.rl.policies,extractor_kwargs,function,provisional,1.0.0rc1,"(name: 'str', *, features_dim: 'int', transformer_model_dim: 'int' = 32, transformer_heads: 'int' = 4, transformer_layers: 'int' = 1) -> 'dict[str, Any]'",false,Return SB3 policy kwargs for an approved extractor name.,
crossmarket_agentgym.rl.trainer_from_config,crossmarket_agentgym.rl,trainer_from_config,function,stable,1.0.0rc1,"(config: 'TrainerConfig', run_dir: 'Path') -> 'SB3Trainer'",false,Construct the unified trainer for an approved algorithm.,
crossmarket_agentgym.rl.trainers.RLTrainer,crossmarket_agentgym.rl.trainers,RLTrainer,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,"Common training, evaluation, save, and load contract.",
crossmarket_agentgym.rl.trainers.SB3Trainer,crossmarket_agentgym.rl.trainers,SB3Trainer,class,provisional,1.0.0rc1,"(algorithm: 'AlgorithmName', run_dir: 'Path') -> 'None'",false,Algorithm-neutral implementation of the project trainer protocol.,
crossmarket_agentgym.rl.trainers.configure_reproducibility,crossmarket_agentgym.rl.trainers,configure_reproducibility,function,provisional,1.0.0rc1,(seed: 'int') -> 'None',false,Configure deterministic CPU behavior and seeded CUDA behavior.,
crossmarket_agentgym.rl.trainers.trainer_from_config,crossmarket_agentgym.rl.trainers,trainer_from_config,function,provisional,1.0.0rc1,"(config: 'TrainerConfig', run_dir: 'Path') -> 'SB3Trainer'",false,Construct the unified trainer for an approved algorithm.,
crossmarket_agentgym.tuning.Direction,crossmarket_agentgym.tuning,Direction,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.tuning.FunctionalObjective,crossmarket_agentgym.tuning,FunctionalObjective,class,stable,1.0.0rc1,"(function: 'Callable[[dict[str, Any]], float | tuple[float, ...]]', *, resource: 'float' = 1.0) -> 'None'",false,Adapt a pure callable to the objective evaluator contract.,
crossmarket_agentgym.tuning.LocalTrialExecutor,crossmarket_agentgym.tuning,LocalTrialExecutor,class,stable,1.0.0rc1,(),false,Evaluate in configuration order on the current process.,
crossmarket_agentgym.tuning.ObjectiveEvaluator,crossmarket_agentgym.tuning,ObjectiveEvaluator,class,stable,1.0.0rc1,"(*args, **kwargs)",false,Serializable or local objective evaluation boundary.,
crossmarket_agentgym.tuning.ParameterSpec,crossmarket_agentgym.tuning,ParameterSpec,class,stable,1.0.0rc1,"(*, name: str, kind: Literal['float', 'int', 'categorical', 'bool'], low: float | int | None = None, high: float | int | None = None, choices: tuple[Any, ...] | None = None, log: bool = False, step: float | int | None = None, condition: str | None = None)",false,"One scalar, categorical, or conditional search parameter.",
crossmarket_agentgym.tuning.RayTrialExecutor,crossmarket_agentgym.tuning,RayTrialExecutor,class,experimental,1.0.0rc1,"(*, address: 'str | None' = None, num_cpus_per_trial: 'float' = 1.0, num_gpus_per_trial: 'float' = 0.0, shutdown_on_close: 'bool' = True) -> 'None'",false,Allocate CPU/GPU resources while preserving local scheduling authority.,
crossmarket_agentgym.tuning.SQLiteStudyStore,crossmarket_agentgym.tuning,SQLiteStudyStore,class,stable,1.0.0rc1,(path: 'str | Path') -> 'None',false,"Durable study, trial, and component-checkpoint store.",
crossmarket_agentgym.tuning.SearchSpace,crossmarket_agentgym.tuning,SearchSpace,class,stable,1.0.0rc1,"(*, parameters: tuple[crossmarket_agentgym.tuning.models.ParameterSpec, ...], constraints: tuple[str, ...] = ())",false,Ordered mixed search space with safe conditional constraints.,
crossmarket_agentgym.tuning.StudyState,crossmarket_agentgym.tuning,StudyState,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', study_name: str, directions: tuple[Literal['maximize', 'minimize'], ...] = ('maximize',), results: tuple[crossmarket_agentgym.tuning.models.TrialResult, ...] = ())",false,Search history visible to initialization and reports.,
crossmarket_agentgym.tuning.TrialBatchExecutor,crossmarket_agentgym.tuning,TrialBatchExecutor,class,stable,1.0.0rc1,"(*args, **kwargs)",false,Evaluate suggestions without generating or scheduling them.,
crossmarket_agentgym.tuning.TrialResult,crossmarket_agentgym.tuning,TrialResult,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', trial_id: int, parameters: dict[str, Any], status: Literal['pending', 'running', 'completed', 'failed', 'pruned'], objectives: tuple[float, ...] = (), metrics: dict[str, float] = <factory>, resource: float = 0.0, error: str | None = None)",false,"Completed, failed, or pruned trial result.",
crossmarket_agentgym.tuning.TrialRunner,crossmarket_agentgym.tuning,TrialRunner,class,stable,1.0.0rc1,"(*, study_name: 'str', directions: 'tuple[Direction, ...]', search_space: 'SearchSpace', searcher: 'SearchAlgorithm', scheduler: 'TrialScheduler', evaluator: 'ObjectiveEvaluator', store: 'SQLiteStudyStore', batch_size: 'int' = 1, study_metadata: 'dict[str, Any] | None' = None, executor: 'TrialBatchExecutor | None' = None) -> 'None'",false,Persisted CPU-first driver shared by every search/scheduler pairing.,
crossmarket_agentgym.tuning.TrialSuggestion,crossmarket_agentgym.tuning,TrialSuggestion,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', trial_id: int, parameters: dict[str, Any], generation: int = 0, metadata: dict[str, Any] = <factory>)",false,One candidate emitted by a search algorithm.,
crossmarket_agentgym.tuning.dominates,crossmarket_agentgym.tuning,dominates,function,stable,1.0.0rc1,"(first: 'TrialResult', second: 'TrialResult', directions: 'tuple[Direction, ...]') -> 'bool'",false,Return Pareto dominance under mixed objective directions.,
crossmarket_agentgym.tuning.executors.LocalTrialExecutor,crossmarket_agentgym.tuning.executors,LocalTrialExecutor,class,provisional,1.0.0rc1,(),false,Evaluate in configuration order on the current process.,
crossmarket_agentgym.tuning.executors.RayTrialExecutor,crossmarket_agentgym.tuning.executors,RayTrialExecutor,class,experimental,1.0.0rc1,"(*, address: 'str | None' = None, num_cpus_per_trial: 'float' = 1.0, num_gpus_per_trial: 'float' = 0.0, shutdown_on_close: 'bool' = True) -> 'None'",false,Allocate CPU/GPU resources while preserving local scheduling authority.,
crossmarket_agentgym.tuning.executors.TrialBatchExecutor,crossmarket_agentgym.tuning.executors,TrialBatchExecutor,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,Evaluate suggestions without generating or scheduling them.,
crossmarket_agentgym.tuning.reports.build_study_report,crossmarket_agentgym.tuning.reports,build_study_report,function,provisional,1.0.0rc1,"(state: 'StudyState') -> 'dict[str, Any]'",false,Build a JSON-serializable study summary without test-set metrics.,
crossmarket_agentgym.tuning.reports.write_study_report,crossmarket_agentgym.tuning.reports,write_study_report,function,provisional,1.0.0rc1,"(state: 'StudyState', output_dir: 'str | Path') -> 'tuple[Path, Path]'",false,Write canonical JSON plus a compact human-readable Markdown summary.,
crossmarket_agentgym.tuning.scalar_utility,crossmarket_agentgym.tuning,scalar_utility,function,stable,1.0.0rc1,"(result: 'TrialResult', directions: 'tuple[Direction, ...]') -> 'float'",false,Convert the first objective into a maximize-oriented utility.,
crossmarket_agentgym.tuning.schedulers.ASHAScheduler,crossmarket_agentgym.tuning.schedulers,ASHAScheduler,class,provisional,1.0.0rc1,"(*, grace_period: 'float' = 1.0, max_resource: 'float' = 81.0, reduction_factor: 'int' = 3, direction: 'MetricDirection' = 'maximize') -> 'None'",false,Asynchronous successive halving over independent resource rungs.,
crossmarket_agentgym.tuning.schedulers.DecisionAction,crossmarket_agentgym.tuning.schedulers,DecisionAction,callable,provisional,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.tuning.schedulers.FIFOScheduler,crossmarket_agentgym.tuning.schedulers,FIFOScheduler,class,provisional,1.0.0rc1,() -> 'None',false,Run trials in submission order without early stopping.,
crossmarket_agentgym.tuning.schedulers.HyperBandScheduler,crossmarket_agentgym.tuning.schedulers,HyperBandScheduler,class,provisional,1.0.0rc1,"(*, min_resource: 'float' = 1.0, max_resource: 'float' = 81.0, reduction_factor: 'int' = 3, direction: 'MetricDirection' = 'maximize') -> 'None'",false,Multiple ASHA brackets with deterministic trial assignment.,
crossmarket_agentgym.tuning.schedulers.MedianStoppingScheduler,crossmarket_agentgym.tuning.schedulers,MedianStoppingScheduler,class,provisional,1.0.0rc1,"(*, grace_period: 'float' = 1.0, min_trials: 'int' = 3, direction: 'MetricDirection' = 'maximize') -> 'None'",false,Stop trials below the historical median at comparable resource.,
crossmarket_agentgym.tuning.schedulers.PopulationBasedTrainingScheduler,crossmarket_agentgym.tuning.schedulers,PopulationBasedTrainingScheduler,class,provisional,1.0.0rc1,"(*, perturbation_interval: 'float' = 10.0, quantile_fraction: 'float' = 0.25, direction: 'MetricDirection' = 'maximize', perturbation_factors: 'tuple[float, float]' = (0.8, 1.2)) -> 'None'",false,Exploit top trials and perturb their parameters at fixed intervals.,
crossmarket_agentgym.tuning.schedulers.SCHEDULERS,crossmarket_agentgym.tuning.schedulers,SCHEDULERS,constant_or_type_alias,provisional,1.0.0rc1,,false,dict() -> new empty dictionary,
crossmarket_agentgym.tuning.schedulers.SEARCHER_SCHEDULER_COMPATIBILITY,crossmarket_agentgym.tuning.schedulers,SEARCHER_SCHEDULER_COMPATIBILITY,constant_or_type_alias,provisional,1.0.0rc1,,false,dict() -> new empty dictionary,
crossmarket_agentgym.tuning.schedulers.TrialDecision,crossmarket_agentgym.tuning.schedulers,TrialDecision,class,provisional,1.0.0rc1,"(*, action: Literal['continue', 'stop', 'pause', 'promote', 'exploit'], reason: str, source_trial_id: int | None = None, parameter_patch: dict[str, Any] = <factory>)",false,Resource decision emitted without suggesting a new trial.,
crossmarket_agentgym.tuning.schedulers.TrialScheduler,crossmarket_agentgym.tuning.schedulers,TrialScheduler,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,Resource scheduling interface separate from SearchAlgorithm.,
crossmarket_agentgym.tuning.schedulers.ensure_compatible,crossmarket_agentgym.tuning.schedulers,ensure_compatible,function,provisional,1.0.0rc1,"(searcher: str, scheduler: str) -> None",false,Reject unsupported searcher–scheduler combinations.,
crossmarket_agentgym.tuning.searchers.BaseSearcher,crossmarket_agentgym.tuning.searchers,BaseSearcher,class,provisional,1.0.0rc1,(seed: 'int' = 1024) -> 'None',false,Seeded base class for all concrete search algorithms.,
crossmarket_agentgym.tuning.searchers.CMAESSearch,crossmarket_agentgym.tuning.searchers,CMAESSearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, population_size: 'int' = 8, sigma: 'float' = 0.25) -> 'None'",false,Compact covariance-matrix adaptation evolution strategy.,
crossmarket_agentgym.tuning.searchers.DifferentialEvolutionSearch,crossmarket_agentgym.tuning.searchers,DifferentialEvolutionSearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, population_size: 'int' = 10, differential_weight: 'float' = 0.8, crossover_rate: 'float' = 0.7) -> 'None'",false,Differential mutation and binomial crossover.,
crossmarket_agentgym.tuning.searchers.GeneticAlgorithmSearch,crossmarket_agentgym.tuning.searchers,GeneticAlgorithmSearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, population_size: 'int' = 10, mutation_rate: 'float' = 0.15) -> 'None'",false,Elitist real-coded genetic algorithm.,
crossmarket_agentgym.tuning.searchers.GridSearch,crossmarket_agentgym.tuning.searchers,GridSearch,class,provisional,1.0.0rc1,(seed: 'int' = 1024) -> 'None',false,Finite deterministic Cartesian grid.,
crossmarket_agentgym.tuning.searchers.NSGAIISearch,crossmarket_agentgym.tuning.searchers,NSGAIISearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, population_size: 'int' = 12, mutation_rate: 'float' = 0.15) -> 'None'",false,Multi-objective nondominated sorting genetic algorithm.,
crossmarket_agentgym.tuning.searchers.ParticleSwarmSearch,crossmarket_agentgym.tuning.searchers,ParticleSwarmSearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, population_size: 'int' = 8, inertia: 'float' = 0.72, cognitive: 'float' = 1.49, social: 'float' = 1.49) -> 'None'",false,Particle swarm optimization with personal and global memories.,
crossmarket_agentgym.tuning.searchers.RandomSearch,crossmarket_agentgym.tuning.searchers,RandomSearch,class,provisional,1.0.0rc1,(seed: 'int' = 1024) -> 'None',false,Independent uniform samples in the mixed search space.,
crossmarket_agentgym.tuning.searchers.SEARCHERS,crossmarket_agentgym.tuning.searchers,SEARCHERS,constant_or_type_alias,provisional,1.0.0rc1,,false,dict() -> new empty dictionary,
crossmarket_agentgym.tuning.searchers.SearchAlgorithm,crossmarket_agentgym.tuning.searchers,SearchAlgorithm,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,Searcher interface kept separate from resource schedulers.,
crossmarket_agentgym.tuning.searchers.SimulatedAnnealingSearch,crossmarket_agentgym.tuning.searchers,SimulatedAnnealingSearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, temperature: 'float' = 1.0, cooling: 'float' = 0.95, step_scale: 'float' = 0.15) -> 'None'",false,Single-chain simulated annealing with Metropolis acceptance.,
crossmarket_agentgym.tuning.searchers.TPESearch,crossmarket_agentgym.tuning.searchers,TPESearch,class,provisional,1.0.0rc1,"(seed: 'int' = 1024, *, startup_trials: 'int' = 8, candidate_count: 'int' = 32, gamma: 'float' = 0.25) -> 'None'",false,Tree-structured Parzen estimator over normalized mixed coordinates.,
